timestamp,ldr_v,temp_c,hum_pct,tvoc_ppb,eco2_ppm,scenario
253230,0.00,23.00,48.60,60.00,450.00,low_light
254231,0.04,23.00,48.60,60.00,450.00,low_light
255238,0.04,23.00,48.50,60.00,450.00,low_light
256239,0.06,23.00,48.50,60.00,450.00,low_light
257246,0.03,23.00,48.40,60.00,450.00,low_light
258247,0.08,23.00,48.40,60.00,450.00,low_light
259254,0.07,23.00,48.40,60.00,450.00,low_light
260255,0.06,23.00,48.40,60.00,450.00,low_light
261262,0.02,23.00,48.40,60.00,450.00,low_light
262263,0.03,23.00,48.40,60.00,450.00,low_light
263270,0.05,23.00,48.40,60.00,450.00,low_light
264271,0.04,23.00,48.40,60.00,450.00,low_light
265278,0.03,23.00,48.50,60.00,450.00,low_light
266279,0.03,23.00,48.50,60.00,450.00,low_light
267286,0.03,23.00,48.50,60.00,450.00,low_light
268287,0.03,23.00,48.50,60.00,450.00,low_light
269294,0.03,23.00,48.50,60.00,450.00,low_light
270295,0.04,23.00,48.50,60.00,450.00,low_light
271302,0.03,23.00,48.40,60.00,450.00,low_light
272303,0.08,23.00,48.40,60.00,450.00,low_light
273310,0.05,23.00,48.40,60.00,450.00,low_light
274311,0.01,23.00,48.40,60.00,450.00,low_light
275318,0.06,23.00,48.50,60.00,450.00,low_light
276319,0.04,23.00,48.50,60.00,450.00,low_light
277326,0.07,23.00,48.40,60.00,450.00,low_light
278327,0.06,23.00,48.40,60.00,450.00,low_light
279334,0.01,23.00,48.40,60.00,450.00,low_light
280335,0.06,23.00,48.40,60.00,450.00,low_light
281342,0.06,23.00,48.40,60.00,450.00,low_light
282343,0.03,23.00,48.40,60.00,450.00,low_light
283350,0.03,23.00,48.30,60.00,450.00,low_light
284351,0.03,23.00,48.30,60.00,450.00,low_light
285358,0.04,23.00,48.30,60.00,450.00,low_light
286359,0.05,23.00,48.30,60.00,450.00,low_light
287366,0.00,23.00,48.30,60.00,450.00,low_light
288367,0.06,23.00,48.30,60.00,450.00,low_light
289374,0.05,23.00,48.30,60.00,450.00,low_light
290375,0.07,23.00,48.30,60.00,450.00,low_light
291382,0.05,23.00,48.30,60.00,450.00,low_light
292383,0.03,23.00,48.30,60.00,450.00,low_light
293390,0.03,23.00,48.30,60.00,450.00,low_light
294391,0.07,23.00,48.30,60.00,450.00,low_light
295398,0.10,23.00,48.30,60.00,450.00,low_light
296399,0.02,23.00,48.30,60.00,450.00,low_light
297406,0.03,23.00,48.30,60.00,450.00,low_light
298407,0.06,23.00,48.30,60.00,450.00,low_light
299414,0.09,23.00,48.30,60.00,450.00,low_light
300415,0.03,23.00,48.30,60.00,450.00,low_light
301422,0.06,23.00,48.30,60.00,450.00,low_light
302423,0.05,23.00,48.30,60.00,450.00,low_light
303430,0.06,23.00,48.40,60.00,450.00,low_light
304431,0.03,23.00,48.40,60.00,450.00,low_light
305438,0.03,23.00,48.40,60.00,450.00,low_light
306439,0.02,23.00,48.40,60.00,450.00,low_light
307446,0.09,23.00,48.40,60.00,450.00,low_light
308447,0.01,23.00,48.40,60.00,450.00,low_light
309454,0.01,23.00,48.40,60.00,450.00,low_light
310455,0.02,23.00,48.40,60.00,450.00,low_light
311462,0.07,23.00,48.40,60.00,450.00,low_light
312463,0.00,23.00,48.40,60.00,450.00,low_light
313470,0.02,23.00,48.40,60.00,450.00,low_light
314471,0.03,23.00,48.40,60.00,450.00,low_light
315478,0.07,23.00,48.30,60.00,450.00,low_light
316479,0.03,23.00,48.30,60.00,450.00,low_light
317486,0.06,23.00,48.30,60.00,450.00,low_light
318487,0.07,23.00,48.30,60.00,450.00,low_light
319494,0.06,23.00,48.30,60.00,450.00,low_light
320495,0.04,23.00,48.30,60.00,450.00,low_light
321502,0.04,23.00,48.30,60.00,450.00,low_light
322503,0.07,23.00,48.30,60.00,450.00,low_light
