millis,ldr_voltage,temp,hum,tvoc,eco2,prob0,prob1,prob2,AI_latency_us
5594848,0.00,22.40,46.70,60.00,450.00,43,30,27,831
5595849,0.00,22.40,46.70,60.00,450.00,43,30,27,826
5596856,0.00,22.40,46.70,60.00,450.00,43,30,27,815
5597857,0.00,22.40,46.70,60.00,450.00,43,30,27,822
5598864,0.00,22.40,46.60,60.00,450.00,43,30,27,828
5599866,0.00,22.40,46.60,60.00,450.00,43,30,27,831
5600872,0.00,22.40,46.70,60.00,450.00,43,30,27,823
5601874,0.00,22.40,46.70,60.00,450.00,43,30,27,837
5602880,0.00,22.50,46.70,60.00,450.00,43,30,27,830
5603881,0.00,22.50,46.70,60.00,450.00,43,30,27,803
5604888,0.00,22.40,46.70,60.00,450.00,43,30,27,815
5605889,0.00,22.40,46.70,60.00,450.00,43,30,27,795
5606896,0.00,22.40,46.70,60.00,450.00,43,30,27,810
5607898,0.00,22.40,46.70,60.00,450.00,43,30,27,844
5608904,0.00,22.50,46.70,60.00,450.00,43,30,27,796
5609905,0.00,22.50,46.70,60.00,450.00,43,30,27,822
5610912,0.00,22.40,46.70,60.00,450.00,43,30,27,811
5611913,0.00,22.40,46.70,60.00,450.00,43,30,27,816
5612920,0.00,22.50,46.70,60.00,450.00,43,30,27,835
5613921,0.00,22.50,46.70,60.00,450.00,43,30,27,827
5614928,0.00,22.50,46.70,60.00,450.00,43,30,27,838
5615929,0.00,22.50,46.70,60.00,450.00,43,30,27,826
5616936,0.00,22.40,46.70,60.00,450.00,43,30,27,822
5617937,0.00,22.40,46.70,60.00,450.00,43,30,27,823
5618944,0.00,22.40,46.70,60.00,450.00,43,30,27,826
5619946,0.00,22.40,46.70,60.00,450.00,43,30,27,833
5620952,0.00,22.50,46.70,60.00,450.00,43,30,27,838
5621953,0.00,22.50,46.70,60.00,450.00,43,30,27,828
5622960,0.00,22.40,46.80,60.00,450.00,43,30,27,787
5623961,0.00,22.40,46.80,60.00,450.00,43,30,27,783
5624968,0.00,22.40,46.80,60.00,450.00,43,30,27,817
5625969,0.00,22.40,46.80,60.00,450.00,43,30,27,799
5626976,0.00,22.40,46.80,60.00,450.00,43,30,27,797
5627978,0.00,22.40,46.80,60.00,450.00,43,30,27,841
5628984,0.00,22.50,46.80,60.00,450.00,43,30,27,814
5629985,0.00,22.50,46.80,60.00,450.00,43,30,27,821
5630992,0.00,22.50,46.80,60.00,450.00,43,30,27,815
5631993,0.00,22.50,46.80,60.00,450.00,43,30,27,812
5633000,0.00,22.50,46.80,60.00,450.00,43,30,27,826
5634001,0.00,22.50,46.80,60.00,450.00,43,30,27,822
5635008,0.00,22.50,46.70,60.00,450.00,43,30,27,832
5636009,0.00,22.50,46.70,60.00,450.00,43,30,27,826
5637016,0.00,22.50,46.80,60.00,450.00,43,30,27,829
5638018,0.00,22.50,46.80,60.00,450.00,43,30,27,839
5639024,0.00,22.50,47.00,60.00,450.00,43,30,27,803
5640026,0.00,22.50,47.00,60.00,450.00,43,30,27,835
5641032,0.00,22.50,47.20,60.00,450.00,43,30,27,823
5642033,0.00,22.50,47.20,60.00,450.00,43,30,27,825
5643041,0.00,22.50,47.30,60.00,450.00,43,30,27,821
5644041,0.00,22.50,47.30,60.00,450.00,43,30,27,797
5645048,0.00,22.50,47.30,60.00,450.00,43,30,27,780
5646049,0.00,22.50,47.30,60.00,450.00,43,30,27,805
5647056,0.00,22.50,47.20,60.00,450.00,43,30,27,832
5648058,0.00,22.50,47.20,60.00,450.00,43,30,27,828
5649064,0.00,22.40,47.20,60.00,450.00,43,30,27,794
5650065,0.00,22.40,47.20,60.00,450.00,43,30,27,820
5651072,0.00,22.40,47.20,60.00,450.00,43,30,27,832
5652073,0.00,22.40,47.20,60.00,450.00,43,30,27,809
5653080,0.00,22.40,47.40,60.00,450.00,43,30,27,838
5654081,0.00,22.40,47.40,60.00,450.00,43,30,27,827
5655088,0.00,22.50,47.40,60.00,450.00,43,30,27,811
5656089,0.00,22.50,47.40,60.00,450.00,43,30,27,824
5657096,0.00,22.40,47.30,60.00,450.00,43,30,27,837
5658098,0.00,22.40,47.30,60.00,450.00,43,30,27,828
5659104,0.00,22.40,47.20,60.00,450.00,43,30,27,822
5660105,0.00,22.40,47.20,60.00,450.00,43,30,27,821
5661112,0.00,22.40,47.10,60.00,450.00,43,30,27,834
5662114,0.00,22.40,47.10,60.00,450.00,43,30,27,834
5663120,0.00,22.40,47.00,60.00,450.00,43,30,27,813
5664121,0.00,22.40,47.00,60.00,450.00,43,30,27,789
5665128,0.00,22.50,47.00,60.00,450.00,43,30,27,796
5666129,0.00,22.50,47.00,60.00,450.00,43,30,27,796
5667136,0.00,22.40,46.90,60.00,450.00,43,30,27,832
5668138,0.00,22.40,46.90,60.00,450.00,43,30,27,840
5669144,0.00,22.50,46.80,60.00,450.00,43,30,27,791
5670145,0.00,22.50,46.80,60.00,450.00,43,30,27,798
5671152,0.00,22.50,46.80,60.00,450.00,43,30,27,825
5672153,0.00,22.50,46.80,60.00,450.00,43,30,27,818
5673160,0.00,22.40,46.70,60.00,450.00,43,30,27,818
5674161,0.00,22.40,46.70,60.00,450.00,43,30,27,825
5675168,0.00,22.40,46.80,60.00,450.00,43,30,27,829
5676169,0.00,22.40,46.80,60.00,450.00,43,30,27,814
5677176,0.00,22.40,46.80,60.00,450.00,43,30,27,830
5678177,0.00,22.40,46.80,60.00,450.00,43,30,27,826
5679184,0.00,22.40,46.80,60.00,450.00,43,30,27,814
5680186,0.00,22.40,46.80,60.00,450.00,43,30,27,832
5681192,0.00,22.40,46.80,60.00,450.00,43,30,27,816
5682193,0.00,22.40,46.80,60.00,450.00,43,30,27,821
5683200,0.02,22.40,46.70,60.00,450.00,43,30,27,772
5684201,0.00,22.40,46.70,60.00,450.00,43,30,27,764
5685208,0.00,22.50,46.70,60.00,450.00,43,30,27,783
5686209,0.00,22.50,46.70,60.00,450.00,43,30,27,800
5687216,0.00,22.40,46.70,60.00,450.00,43,30,27,800
5688217,0.00,22.40,46.70,60.00,450.00,43,30,27,826
5689224,0.00,22.40,46.70,60.00,450.00,43,30,27,800
5690225,0.00,22.40,46.70,60.00,450.00,43,30,27,793
5691232,0.00,22.40,46.60,60.00,450.00,43,30,27,811
5692233,0.00,22.40,46.60,60.00,450.00,43,30,27,823
5693240,0.00,22.40,46.70,60.00,450.00,43,30,27,828
5694241,0.00,22.40,46.70,60.00,450.00,43,30,27,823
5695248,0.00,22.50,46.70,60.00,450.00,43,30,27,838
5696250,0.00,22.50,46.70,60.00,450.00,43,30,27,838
5697256,0.00,22.40,46.80,60.00,450.00,43,30,27,830
5698257,0.00,22.40,46.80,60.00,450.00,43,30,27,806
5699264,0.00,22.40,46.90,60.00,450.00,43,30,27,825
5700265,0.00,22.40,46.90,60.00,450.00,43,30,27,819
5701272,0.00,22.40,46.80,60.00,450.00,43,30,27,786
5702273,0.00,22.40,46.80,60.00,450.00,43,30,27,826
5703280,0.00,22.40,46.80,60.00,450.00,43,30,27,791
5704281,0.00,22.40,46.80,60.00,450.00,43,30,27,771
5705288,0.00,22.40,46.80,60.00,450.00,43,30,27,838
5706289,0.00,22.40,46.80,60.00,450.00,43,30,27,811
5707296,0.00,22.50,46.70,60.00,450.00,43,30,27,816
5708298,0.00,22.50,46.70,60.00,450.00,43,30,27,832
5709304,0.00,22.40,46.70,60.00,450.00,43,30,27,794
5710305,0.00,22.40,46.70,60.00,450.00,43,30,27,813
5711312,0.00,22.40,46.70,60.00,450.00,43,30,27,828
5712313,0.00,22.40,46.70,60.00,450.00,43,30,27,823
5713320,0.00,22.40,46.70,60.00,450.00,43,30,27,804
5714321,0.00,22.40,46.70,60.00,450.00,43,30,27,815
5715328,0.00,22.40,46.70,60.00,450.00,43,30,27,808
5716329,0.00,22.40,46.70,60.00,450.00,43,30,27,827
5717336,0.00,22.40,46.60,60.00,450.00,43,30,27,837
5718337,0.00,22.40,46.60,60.00,450.00,43,30,27,825
5719344,0.00,22.40,46.60,60.00,450.00,43,30,27,824
5720345,0.00,22.40,46.60,60.00,450.00,43,30,27,825
5721352,0.00,22.40,46.60,60.00,450.00,43,30,27,798
5722354,0.00,22.40,46.60,60.00,450.00,43,30,27,834
5723360,0.00,22.40,46.60,60.00,450.00,43,30,27,776
5724361,0.00,22.40,46.60,60.00,450.00,43,30,27,786
5725368,0.00,22.40,46.50,60.00,450.00,43,30,27,809
5726369,0.00,22.40,46.50,60.00,450.00,43,30,27,802
5727376,0.00,22.40,46.60,60.00,450.00,43,30,27,793
5728378,0.00,22.40,46.60,60.00,450.00,43,30,27,834
5729384,0.00,22.40,46.50,60.00,450.00,43,30,27,812
5730385,0.00,22.40,46.50,60.00,450.00,43,30,27,806
5731392,0.00,22.40,46.50,60.00,450.00,43,30,27,824
5732393,0.00,22.40,46.50,60.00,450.00,43,30,27,820
5733400,0.00,22.40,46.60,60.00,450.00,43,30,27,826
5734402,0.00,22.40,46.60,60.00,450.00,43,30,27,831
5735408,0.00,22.40,46.50,60.00,450.00,43,30,27,824
5736410,0.00,22.40,46.50,60.00,450.00,43,30,27,827
5737416,0.00,22.40,46.70,60.00,450.00,43,30,27,829
5738417,0.00,22.40,46.70,60.00,450.00,43,30,27,821
5739424,0.00,22.40,47.40,60.00,450.00,43,30,27,830
5740426,0.00,22.40,47.40,60.00,450.00,43,30,27,829
5741432,0.00,22.40,47.90,60.00,450.00,43,30,27,812
5742434,0.00,22.40,47.90,60.00,450.00,43,30,27,830
5743440,0.00,22.40,48.00,60.00,450.00,43,30,27,821
5744441,0.00,22.40,48.00,60.00,450.00,43,30,27,776
5745449,0.00,22.40,47.80,60.00,450.00,43,30,27,801
5746449,0.00,22.40,47.80,60.00,450.00,43,30,27,808
5747457,0.00,22.40,47.60,60.00,450.00,43,30,27,841
5748458,0.00,22.40,47.60,60.00,450.00,43,30,27,836
5749464,0.00,22.40,47.40,60.00,450.00,43,30,27,820
5750465,0.00,22.40,47.40,60.00,450.00,43,30,27,803
5751472,0.00,22.40,47.30,60.00,450.00,43,30,27,824
5752473,0.00,22.40,47.30,60.00,450.00,43,30,27,806
5753480,0.00,22.40,47.20,60.00,450.00,43,30,27,824
5754482,0.00,22.40,47.20,60.00,450.00,43,30,27,841
5755488,0.00,22.40,47.10,60.00,450.00,43,30,27,816
5756489,0.00,22.40,47.10,60.00,450.00,43,30,27,809
5757496,0.00,22.40,47.00,60.00,450.00,43,30,27,831
5758497,0.00,22.40,47.00,60.00,450.00,43,30,27,820
5759504,0.00,22.40,46.90,60.00,450.00,43,30,27,832
5760505,0.00,22.40,46.90,60.00,450.00,43,30,27,816
5761512,0.00,22.40,46.90,60.00,450.00,43,30,27,826
5762513,0.00,22.40,46.90,60.00,450.00,43,30,27,819
5763520,0.00,22.40,46.80,60.00,450.00,43,30,27,787
5764521,0.00,22.40,46.80,60.00,450.00,43,30,27,775
5765528,0.00,22.40,46.80,60.00,450.00,43,30,27,824
5766529,0.00,22.40,46.80,60.00,450.00,43,30,27,799
5767536,0.00,22.40,46.80,60.00,450.00,43,30,27,791
5768538,0.00,22.40,46.80,60.00,450.00,43,30,27,830
5769544,0.00,22.40,46.80,60.00,450.00,43,30,27,807
5770545,0.00,22.40,46.80,60.00,450.00,43,30,27,803
5771552,0.00,22.40,46.70,60.00,450.00,43,30,27,797
5772553,0.00,22.40,46.70,60.00,450.00,43,30,27,827
5773560,0.00,22.40,46.70,60.00,450.00,43,30,27,822
5774561,0.00,22.40,46.70,60.00,450.00,43,30,27,819
5775568,0.00,22.40,46.60,60.00,450.00,43,30,27,827
5776570,0.00,22.40,46.60,60.00,450.00,43,30,27,834
5777576,0.00,22.40,46.60,60.00,450.00,43,30,27,831
5778577,0.00,22.40,46.60,60.00,450.00,43,30,27,816
5779584,0.00,22.40,46.60,60.00,450.00,43,30,27,823
5780586,0.01,22.40,46.60,60.00,450.00,43,30,27,831
5781592,0.00,22.40,46.60,60.00,450.00,43,30,27,778
5782594,0.00,22.40,46.60,60.00,450.00,43,30,27,843
5783600,0.00,22.40,46.60,60.00,450.00,43,30,27,790
5784601,0.00,22.40,46.60,60.00,450.00,43,30,27,791
5785608,0.00,22.40,46.60,60.00,450.00,43,30,27,804
5786609,0.00,22.40,46.60,60.00,450.00,43,30,27,819
5787616,0.00,22.40,46.60,60.00,450.00,43,30,27,802
5788618,0.00,22.40,46.60,60.00,450.00,43,30,27,839
5789624,0.00,22.40,46.70,60.00,450.00,43,30,27,809
5790625,0.00,22.40,46.70,60.00,450.00,43,30,27,817
5791632,0.00,22.40,46.70,60.00,450.00,43,30,27,833
5792634,0.00,22.40,46.70,60.00,450.00,43,30,27,829
5793640,0.00,22.40,46.70,60.00,450.00,43,30,27,820
5794642,0.00,22.40,46.70,60.00,450.00,43,30,27,839
5795648,0.00,22.40,46.90,60.00,450.00,43,30,27,816
5796650,0.00,22.40,46.90,60.00,450.00,43,30,27,833
5797656,0.00,22.40,46.90,60.00,450.00,43,30,27,831
5798658,0.00,22.40,46.90,60.00,450.00,43,30,27,844
5799664,0.00,22.40,46.90,60.00,450.00,43,30,27,835
5800666,0.00,22.40,46.90,60.00,450.00,43,30,27,851
5801672,0.00,22.40,46.90,60.00,450.00,43,30,27,821
5802674,0.00,22.40,46.90,60.00,450.00,43,30,27,844
5803680,0.00,22.40,46.80,60.00,450.00,43,30,27,790
5804681,0.00,22.40,46.80,60.00,450.00,43,30,27,785
5805688,0.00,22.40,46.80,60.00,450.00,43,30,27,804
5806689,0.00,22.40,46.80,60.00,450.00,43,30,27,821
5807696,0.00,22.40,46.70,60.00,450.00,43,30,27,820
5808698,0.00,22.40,46.70,60.00,450.00,43,30,27,844
5809704,0.00,22.40,46.70,60.00,450.00,43,30,27,809
5810705,0.00,22.40,46.70,60.00,450.00,43,30,27,802
5811712,0.00,22.40,46.60,60.00,450.00,43,30,27,829
5812713,0.00,22.40,46.60,60.00,450.00,43,30,27,817
5813720,0.00,22.40,46.60,60.00,450.00,43,30,27,831
5814722,0.00,22.40,46.60,60.00,450.00,43,30,27,838
5815728,0.00,22.40,46.50,60.00,450.00,43,30,27,811
5816730,0.00,22.40,46.50,60.00,450.00,43,30,27,839
5817736,0.00,22.40,46.50,60.00,450.00,43,30,27,825
5818738,0.00,22.40,46.50,60.00,450.00,43,30,27,828
5819744,0.00,22.40,46.50,60.00,450.00,43,30,27,827
5820746,0.00,22.40,46.50,60.00,450.00,43,30,27,841
5821752,0.00,22.40,46.50,60.00,450.00,43,30,27,770
5822754,0.00,22.40,46.50,60.00,450.00,43,30,27,830
5823760,0.00,22.40,46.50,60.00,450.00,43,30,27,812
5824761,0.00,22.40,46.50,60.00,450.00,43,30,27,787
5825768,0.00,22.40,46.50,60.00,450.00,43,30,27,810
5826769,0.00,22.40,46.50,60.00,450.00,43,30,27,821
5827776,0.00,22.40,46.50,60.00,450.00,43,30,27,802
5828777,0.00,22.40,46.50,60.00,450.00,43,30,27,825
5829784,0.00,22.40,46.40,60.00,450.00,43,30,27,829
5830785,0.00,22.40,46.40,60.00,450.00,43,30,27,817
5831792,0.00,22.40,46.40,60.00,450.00,43,30,27,808
5832794,0.00,22.40,46.40,60.00,450.00,43,30,27,838
5833800,0.00,22.40,46.40,60.00,450.00,43,30,27,818
5834801,0.00,22.40,46.40,60.00,450.00,43,30,27,826
5835808,0.00,22.40,46.40,60.00,450.00,43,30,27,818
5836810,0.00,22.40,46.40,60.00,450.00,43,30,27,832
5837816,0.00,22.40,46.40,60.00,450.00,43,30,27,816
5838818,0.00,22.40,46.40,60.00,450.00,43,30,27,840
5839824,0.00,22.40,46.40,60.00,450.00,43,30,27,794
5840826,0.00,22.40,46.40,60.00,450.00,43,30,27,843
5841832,0.00,22.40,46.50,60.00,450.00,43,30,27,768
5842834,0.00,22.40,46.50,60.00,450.00,43,30,27,838
5843840,0.00,22.40,46.50,60.00,450.00,43,30,27,801
5844841,0.00,22.40,46.50,60.00,450.00,43,30,27,787
5845848,0.00,22.40,46.50,60.00,450.00,43,30,27,825
5846850,0.00,22.40,46.50,60.00,450.00,43,30,27,826
5847856,0.00,22.40,46.60,60.00,450.00,43,30,27,808
5848858,0.00,22.40,46.60,60.00,450.00,43,30,27,829
5849864,0.00,22.40,46.70,60.00,450.00,43,30,27,803
5850865,0.00,22.40,46.70,60.00,450.00,43,30,27,809
5851872,0.00,22.40,46.60,60.00,450.00,43,30,27,832
5852874,0.00,22.40,46.60,60.00,450.00,43,30,27,839
5853880,0.00,22.40,46.60,60.00,450.00,43,30,27,827
5854882,0.00,22.40,46.60,60.00,450.00,43,30,27,846
5855889,0.02,22.30,46.60,60.00,450.00,43,30,27,830
5856889,0.00,22.30,46.60,60.00,450.00,43,30,27,816
5857896,0.00,22.40,46.50,60.00,450.00,43,30,27,814
5858898,0.00,22.40,46.50,60.00,450.00,43,30,27,841
5859904,0.00,22.40,46.50,60.00,450.00,43,30,27,828
5860906,0.00,22.40,46.50,60.00,450.00,43,30,27,841
5861912,0.00,22.40,46.50,60.00,450.00,43,30,27,779
5862914,0.00,22.40,46.50,60.00,450.00,43,30,27,839
5863921,0.00,22.30,46.50,60.00,450.00,43,30,27,793
5864921,0.00,22.30,46.50,60.00,450.00,43,30,27,789
5865928,0.00,22.40,46.50,60.00,450.00,43,30,27,790
5866929,0.00,22.40,46.50,60.00,450.00,43,30,27,817
5867936,0.00,22.40,46.50,60.00,450.00,43,30,27,790
5868937,0.00,22.40,46.50,60.00,450.00,43,30,27,825
5869944,0.00,22.40,46.50,60.00,450.00,43,30,27,818
5870945,0.00,22.40,46.50,60.00,450.00,43,30,27,810
5871952,0.00,22.40,46.50,60.00,450.00,43,30,27,816
5872953,0.00,22.40,46.50,60.00,450.00,43,30,27,826
5873960,0.00,22.40,46.50,60.00,450.00,43,30,27,805
5874962,0.00,22.40,46.50,60.00,450.00,43,30,27,840
5875968,0.00,22.40,46.50,60.00,450.00,43,30,27,809
5876970,0.00,22.40,46.50,60.00,450.00,43,30,27,829
5877976,0.00,22.40,46.50,60.00,450.00,43,30,27,820
5878978,0.00,22.40,46.50,60.00,450.00,43,30,27,834
5879985,0.00,22.30,46.50,60.00,450.00,43,30,27,829
5880986,0.00,22.30,46.50,60.00,450.00,43,30,27,836
5881992,0.00,22.40,46.50,60.00,450.00,43,30,27,776
5882993,0.00,22.40,46.50,60.00,450.00,43,30,27,820
5884000,0.00,22.40,46.50,60.00,450.00,43,30,27,814
5885001,0.00,22.40,46.50,60.00,450.00,43,30,27,788
5886008,0.00,22.40,46.50,60.00,450.00,43,30,27,806
5887009,0.00,22.40,46.50,60.00,450.00,43,30,27,820
5888016,0.00,22.40,46.50,60.00,450.00,43,30,27,788
5889017,0.00,22.40,46.50,60.00,450.00,43,30,27,821
5890024,0.00,22.40,46.40,60.00,450.00,43,30,27,815
5891025,0.00,22.40,46.40,60.00,450.00,43,30,27,810
5892032,0.00,22.40,46.40,60.00,450.00,43,30,27,811
5893034,0.00,22.40,46.40,60.00,450.00,43,30,27,841
5894040,0.00,22.40,46.40,60.00,450.00,43,30,27,824
5895042,0.00,22.40,46.40,60.00,450.00,43,30,27,842
5896048,0.00,22.40,46.30,60.00,450.00,43,30,27,809
5897049,0.00,22.40,46.30,60.00,450.00,43,30,27,819
5898056,0.00,22.40,46.30,60.00,450.00,43,30,27,827
5899057,0.00,22.40,46.30,60.00,450.00,43,30,27,827
5900064,0.00,22.40,46.30,60.00,450.00,43,30,27,823
5901066,0.00,22.40,46.30,60.00,450.00,43,30,27,842
5902072,0.00,22.40,46.40,60.00,450.00,43,30,27,795
5903073,0.00,22.40,46.40,60.00,450.00,43,30,27,826
5904080,0.00,22.40,46.50,60.00,450.00,43,30,27,819
5905081,0.00,22.40,46.50,60.00,450.00,43,30,27,804
5906088,0.00,22.40,46.50,60.00,450.00,43,30,27,787
5907090,0.00,22.40,46.50,60.00,450.00,43,30,27,841
5908096,0.00,22.40,46.60,60.00,450.00,43,30,27,791
5909097,0.00,22.40,46.60,60.00,450.00,43,30,27,800
5910104,0.00,22.40,46.60,60.00,450.00,43,30,27,823
5911106,0.00,22.40,46.60,60.00,450.00,43,30,27,829
5912112,0.00,22.40,46.60,60.00,450.00,43,30,27,827
5913114,0.00,22.40,46.60,60.00,450.00,43,30,27,845
5914120,0.00,22.40,46.70,60.00,450.00,43,30,27,817
5915121,0.00,22.40,46.70,60.00,450.00,43,30,27,819
5916128,0.00,22.40,46.60,60.00,450.00,43,30,27,826
5917130,0.00,22.40,46.60,60.00,450.00,43,30,27,839
5918136,0.00,22.40,46.70,60.00,450.00,43,30,27,835
5919138,0.00,22.40,46.70,60.00,450.00,43,30,27,841
5920144,0.00,22.40,46.70,60.00,450.00,43,30,27,807
5921146,0.00,22.40,46.70,60.00,450.00,43,30,27,848
5922152,0.00,22.40,46.70,60.00,450.00,43,30,27,781
5923153,0.00,22.40,46.70,60.00,450.00,43,30,27,799
5924160,0.00,22.40,46.70,60.00,450.00,43,30,27,816
5925161,0.00,22.40,46.70,60.00,450.00,43,30,27,806
5926168,0.00,22.40,46.70,60.00,450.00,43,30,27,804
5927170,0.00,22.40,46.70,60.00,450.00,43,30,27,829
5928176,0.00,22.40,46.70,60.00,450.00,43,30,27,803
5929178,0.00,22.40,46.70,60.00,450.00,43,30,27,833
5930184,0.00,22.40,46.70,60.00,450.00,43,30,27,812
5931185,0.00,22.40,46.70,60.00,450.00,43,30,27,824
5932192,0.00,22.40,46.70,60.00,450.00,43,30,27,828
5933194,0.00,22.40,46.70,60.00,450.00,43,30,27,839
5934200,0.00,22.40,46.70,60.00,450.00,43,30,27,836
5935202,0.00,22.40,46.70,60.00,450.00,43,30,27,850
5936208,0.00,22.40,46.70,60.00,450.00,43,30,27,809
5937209,0.00,22.40,46.70,60.00,450.00,43,30,27,825
5938216,0.00,22.40,46.70,60.00,450.00,43,30,27,828
5939217,0.00,22.40,46.70,60.00,450.00,43,30,27,823
5940224,0.00,22.40,46.70,60.00,450.00,43,30,27,811
5941226,0.00,22.40,46.70,60.00,450.00,43,30,27,837
5942232,0.00,22.40,46.70,60.00,450.00,43,30,27,781
5943233,0.00,22.40,46.70,60.00,450.00,43,30,27,790
5944240,0.00,22.40,46.70,60.00,450.00,43,30,27,814
5945241,0.00,22.40,46.70,60.00,450.00,43,30,27,796
5946248,0.00,22.40,46.70,60.00,450.00,43,30,27,797
5947250,0.00,22.40,46.70,60.00,450.00,43,30,27,843
5948256,0.00,22.40,46.70,60.00,450.00,43,30,27,809
5949257,0.00,22.40,46.70,60.00,450.00,43,30,27,822
5950264,0.00,22.40,46.60,60.00,450.00,43,30,27,832
5951265,0.00,22.40,46.60,60.00,450.00,43,30,27,811
5952272,0.00,22.40,46.60,60.00,450.00,43,30,27,792
5953274,0.00,22.40,46.60,60.00,450.00,43,30,27,827
5954280,0.00,22.40,46.50,60.00,450.00,43,30,27,812
5955282,0.00,22.40,46.50,60.00,450.00,43,30,27,845
5956288,0.00,22.40,46.50,60.00,450.00,43,30,27,804
5957290,0.00,22.40,46.50,60.00,450.00,43,30,27,839
5958296,0.00,22.40,46.50,60.00,450.00,43,30,27,814
5959298,0.00,22.40,46.50,60.00,450.00,43,30,27,841
5960304,0.00,22.40,46.50,60.00,450.00,43,30,27,771
5961305,0.00,22.40,46.50,60.00,450.00,43,30,27,828
5962312,0.00,22.40,46.50,60.00,450.00,43,30,27,793
5963313,0.00,22.40,46.50,60.00,450.00,43,30,27,815
5964320,0.00,22.40,46.50,60.00,450.00,43,30,27,809
5965321,0.00,22.40,46.50,60.00,450.00,43,30,27,812
5966328,0.00,22.40,46.50,60.00,450.00,43,30,27,786
5967330,0.00,22.40,46.50,60.00,450.00,43,30,27,846
5968336,0.00,22.40,46.60,60.00,450.00,43,30,27,816
5969337,0.00,22.40,46.60,60.00,450.00,43,30,27,787
5970344,0.00,22.40,46.60,60.00,450.00,43,30,27,802
5971345,0.00,22.40,46.60,60.00,450.00,43,30,27,818
5972352,0.00,22.40,46.60,60.00,450.00,43,30,27,827
5973353,0.00,22.40,46.60,60.00,450.00,43,30,27,825
5974361,0.00,22.30,46.60,60.00,450.00,43,30,27,833
5975362,0.00,22.30,46.60,60.00,450.00,43,30,27,839
5976368,0.00,22.40,46.60,60.00,450.00,43,30,27,835
5977370,0.00,22.40,46.60,60.00,450.00,43,30,27,827
5978376,0.00,22.40,46.60,60.00,450.00,43,30,27,802
5979378,0.00,22.40,46.60,60.00,450.00,43,30,27,838
5980385,0.00,22.30,46.60,60.00,450.00,43,30,27,829
5981386,0.00,22.30,46.60,60.00,450.00,43,30,27,846
5982393,0.00,22.30,46.50,60.00,450.00,43,30,27,831
5983393,0.00,22.30,46.50,60.00,450.00,43,30,27,803
5984400,0.00,22.30,46.50,60.00,450.00,43,30,27,766
5985401,0.00,22.30,46.50,60.00,450.00,43,30,27,802
5986408,0.00,22.40,46.40,60.00,450.00,43,30,27,787
5987410,0.00,22.40,46.40,60.00,450.00,43,30,27,841
5988416,0.00,22.40,46.40,60.00,450.00,43,30,27,818
5989417,0.00,22.40,46.40,60.00,450.00,43,30,27,816
5990424,0.00,22.40,46.30,60.00,450.00,43,30,27,812
5991426,0.00,22.40,46.30,60.00,450.00,43,30,27,830
5992433,0.00,22.30,46.30,60.00,450.00,43,30,27,836
5993435,0.00,22.30,46.30,60.00,450.00,43,30,27,837
5994442,0.00,22.30,46.30,60.00,450.00,43,30,27,809
5995443,0.00,22.30,46.30,60.00,450.00,43,30,27,825
5996451,0.00,22.30,46.30,60.00,450.00,43,30,27,826
5997453,0.00,22.30,46.30,60.00,450.00,43,30,27,828
5998460,0.00,22.30,46.30,60.00,450.00,43,30,27,818
5999461,0.00,22.30,46.30,60.00,450.00,43,30,27,823
6000469,0.00,22.30,46.30,60.00,450.00,43,30,27,808
6001471,0.00,22.30,46.30,60.00,450.00,43,30,27,839
6002478,0.02,22.30,46.30,60.00,450.00,43,30,27,831
6003479,0.00,22.30,46.30,60.00,450.00,43,30,27,766
6004487,0.00,22.30,46.30,60.00,450.00,43,30,27,833
6005488,0.00,22.30,46.30,60.00,450.00,43,30,27,799
6006496,0.00,22.30,46.30,60.00,450.00,43,30,27,829
6007498,0.00,22.30,46.30,60.00,450.00,43,30,27,827
6008505,0.00,22.30,46.30,60.00,450.00,43,30,27,768
6009506,0.00,22.30,46.30,60.00,450.00,43,30,27,803
6010514,0.00,22.30,46.30,60.00,450.00,43,30,27,808
6011515,0.00,22.30,46.30,60.00,450.00,43,30,27,807
6012523,0.00,22.30,46.30,60.00,450.00,43,30,27,817
6013524,0.00,22.30,46.30,60.00,450.00,43,30,27,816
6014532,0.00,22.30,46.20,60.00,450.00,43,30,27,813
6015533,0.00,22.30,46.20,60.00,450.00,43,30,27,810
6016541,0.00,22.30,46.20,60.00,450.00,43,30,27,825
6017542,0.00,22.30,46.20,60.00,450.00,43,30,27,820
6018550,0.00,22.30,46.20,60.00,450.00,43,30,27,822
6019551,0.00,22.30,46.20,60.00,450.00,43,30,27,815
6020559,0.00,22.30,46.20,60.00,450.00,43,30,27,837
6021560,0.00,22.30,46.20,60.00,450.00,43,30,27,822
6022568,0.00,22.30,46.20,60.00,450.00,43,30,27,828
6023569,0.00,22.30,46.20,60.00,450.00,43,30,27,776
6024577,0.00,22.30,46.20,60.00,450.00,43,30,27,829
6025578,0.00,22.30,46.20,60.00,450.00,43,30,27,796
6026586,0.00,22.30,46.20,60.00,450.00,43,30,27,771
6027586,0.00,22.30,46.20,60.00,450.00,43,30,27,825
6028594,0.00,22.30,46.20,60.00,450.00,43,30,27,810
6029595,0.00,22.30,46.20,60.00,450.00,43,30,27,795
6030603,0.00,22.30,46.10,60.00,450.00,43,30,27,827
6031604,0.00,22.30,46.10,60.00,450.00,43,30,27,818
